folder,type,id,height,width,path
train,clean,5082,917,80,5082_16015_5082-16015-0011.npy
train,clean,5082,844,80,5082_34543_5082-34543-0022.npy
train,clean,5082,920,80,5082_16015_5082-16015-0034.npy
train,clean,5082,885,80,5082_34548_5082-34548-0019.npy
train,clean,5082,918,80,5082_34543_5082-34543-0054.npy
train,clean,5082,835,80,5082_34543_5082-34543-0027.npy
train,clean,5082,974,80,5082_34543_5082-34543-0048.npy
train,clean,5082,861,80,5082_16015_5082-16015-0000.npy
train,clean,5082,1036,80,5082_16015_5082-16015-0024.npy
train,clean,5082,403,80,5082_16015_5082-16015-0039.npy
train,clean,8444,945,80,8444_281329_8444-281329-0046.npy
train,clean,8444,731,80,8444_283136_8444-283136-0015.npy
train,clean,8444,887,80,8444_283136_8444-283136-0062.npy
train,clean,8444,786,80,8444_281329_8444-281329-0002.npy
train,clean,8444,762,80,8444_283136_8444-283136-0083.npy
train,clean,8444,956,80,8444_283136_8444-283136-0013.npy
train,clean,8444,918,80,8444_283136_8444-283136-0005.npy
train,clean,8444,329,80,8444_283136_8444-283136-0065.npy
train,clean,8444,964,80,8444_283136_8444-283136-0086.npy
train,clean,8444,852,80,8444_283136_8444-283136-0038.npy
train,clean,8444,925,80,8444_283136_8444-283136-0052.npy
train,clean,8444,742,80,8444_281329_8444-281329-0043.npy
train,clean,8444,884,80,8444_281329_8444-281329-0008.npy
train,clean,8444,1016,80,8444_281329_8444-281329-0018.npy
train,clean,2356,600,80,2356_154907_2356-154907-0051.npy
train,clean,2356,871,80,2356_154880_2356-154880-0042.npy
train,clean,2356,865,80,2356_154907_2356-154907-0045.npy
train,clean,2356,981,80,2356_154907_2356-154907-0013.npy
train,clean,2356,825,80,2356_154907_2356-154907-0015.npy
train,clean,2356,178,80,2356_154885_2356-154885-0038.npy
train,clean,2356,945,80,2356_154907_2356-154907-0009.npy
train,clean,2356,828,80,2356_154880_2356-154880-0009.npy
train,clean,2356,878,80,2356_154885_2356-154885-0033.npy
train,clean,2356,871,80,2356_154907_2356-154907-0025.npy
train,clean,2356,957,80,2356_154885_2356-154885-0027.npy
train,clean,2356,762,80,2356_154885_2356-154885-0024.npy
train,clean,2356,916,80,2356_154885_2356-154885-0020.npy
train,clean,2356,970,80,2356_154907_2356-154907-0040.npy
train,clean,2356,987,80,2356_154885_2356-154885-0007.npy
train,clean,2356,972,80,2356_154880_2356-154880-0030.npy
train,clean,2356,735,80,2356_154885_2356-154885-0005.npy
train,clean,2356,777,80,2356_154885_2356-154885-0015.npy
train,clean,2356,278,80,2356_154885_2356-154885-0040.npy
train,clean,2356,562,80,2356_154880_2356-154880-0043.npy
train,clean,2356,853,80,2356_154885_2356-154885-0009.npy
train,clean,2356,815,80,2356_154885_2356-154885-0012.npy
train,clean,2356,798,80,2356_154885_2356-154885-0013.npy
train,clean,2356,1008,80,2356_154907_2356-154907-0019.npy
train,clean,2356,700,80,2356_154907_2356-154907-0022.npy
train,clean,2356,888,80,2356_154907_2356-154907-0038.npy
train,clean,3567,983,80,3567_7277_3567-7277-0005.npy
train,clean,3567,911,80,3567_7277_3567-7277-0024.npy
train,clean,3567,375,80,3567_7277_3567-7277-0006.npy
train,clean,3567,841,80,3567_7276_3567-7276-0001.npy
train,clean,3567,952,80,3567_7276_3567-7276-0044.npy
train,clean,3567,965,80,3567_7277_3567-7277-0050.npy
train,clean,3567,771,80,3567_7277_3567-7277-0055.npy
train,clean,3567,349,80,3567_7276_3567-7276-0046.npy
train,clean,3567,895,80,3567_7277_3567-7277-0043.npy
train,clean,3567,988,80,3567_7277_3567-7277-0033.npy
train,clean,3567,918,80,3567_7277_3567-7277-0068.npy
train,clean,3567,912,80,3567_7276_3567-7276-0004.npy
train,clean,3567,986,80,3567_7276_3567-7276-0010.npy
train,clean,3567,912,80,3567_7277_3567-7277-0023.npy
train,clean,3567,877,80,3567_7277_3567-7277-0007.npy
train,clean,3567,612,80,3567_7276_3567-7276-0035.npy
train,clean,3567,835,80,3567_7277_3567-7277-0029.npy
train,clean,3567,754,80,3567_7276_3567-7276-0030.npy
train,clean,3567,791,80,3567_7277_3567-7277-0046.npy
train,clean,3567,749,80,3567_7277_3567-7277-0047.npy
train,clean,3618,906,80,3618_178097_3618-178097-0023.npy
train,clean,3618,883,80,3618_178097_3618-178097-0010.npy
train,clean,3618,495,80,3618_175930_3618-175930-0039.npy
train,clean,3618,156,80,3618_175932_3618-175932-0025.npy
train,clean,3618,761,80,3618_175932_3618-175932-0010.npy
train,clean,3618,846,80,3618_175930_3618-175930-0021.npy
train,clean,3618,968,80,3618_175930_3618-175930-0030.npy
train,clean,3618,870,80,3618_178097_3618-178097-0009.npy
train,clean,3618,797,80,3618_175930_3618-175930-0018.npy
train,clean,3618,660,80,3618_175932_3618-175932-0024.npy
train,clean,3618,953,80,3618_175930_3618-175930-0027.npy
train,clean,3618,946,80,3618_175932_3618-175932-0014.npy
train,clean,3618,947,80,3618_178097_3618-178097-0003.npy
train,clean,3618,921,80,3618_175930_3618-175930-0006.npy
train,clean,3618,381,80,3618_178097_3618-178097-0038.npy
train,clean,3618,927,80,3618_178097_3618-178097-0006.npy
train,clean,5252,982,80,5252_4860_5252-4860-0009.npy
train,clean,5252,835,80,5252_4868_5252-4868-0041.npy
train,clean,5252,267,80,5252_4868_5252-4868-0001.npy
train,clean,5252,922,80,5252_4876_5252-4876-0010.npy
train,clean,5252,778,80,5252_4876_5252-4876-0035.npy
train,clean,5252,585,80,5252_4876_5252-4876-0005.npy
train,clean,5252,980,80,5252_4876_5252-4876-0016.npy
train,clean,5252,884,80,5252_4860_5252-4860-0031.npy
train,clean,5252,939,80,5252_4860_5252-4860-0038.npy
train,clean,5252,923,80,5252_4868_5252-4868-0031.npy
train,clean,5252,905,80,5252_4876_5252-4876-0022.npy
train,clean,5252,212,80,5252_4876_5252-4876-0004.npy
train,clean,5252,988,80,5252_4860_5252-4860-0015.npy
train,clean,5252,872,80,5252_4876_5252-4876-0026.npy
train,clean,5252,859,80,5252_4868_5252-4868-0028.npy
train,clean,5252,927,80,5252_4876_5252-4876-0008.npy
train,clean,5252,996,80,5252_4860_5252-4860-0041.npy
train,clean,5252,874,80,5252_4860_5252-4860-0010.npy
train,clean,1846,1028,80,1846_144458_1846-144458-0031.npy
train,clean,1846,713,80,1846_144458_1846-144458-0055.npy
train,clean,1846,937,80,1846_144458_1846-144458-0013.npy
train,clean,1846,973,80,1846_144458_1846-144458-0034.npy
train,clean,1846,752,80,1846_144458_1846-144458-0095.npy
train,clean,1846,953,80,1846_144458_1846-144458-0093.npy
train,clean,1846,809,80,1846_144452_1846-144452-0027.npy
train,clean,1846,996,80,1846_144458_1846-144458-0077.npy
train,clean,1846,981,80,1846_144452_1846-144452-0007.npy
train,clean,1846,937,80,1846_144458_1846-144458-0069.npy
train,clean,1846,939,80,1846_144458_1846-144458-0074.npy
train,clean,1846,907,80,1846_144458_1846-144458-0070.npy
train,clean,1846,919,80,1846_144458_1846-144458-0051.npy
train,clean,1846,1046,80,1846_144458_1846-144458-0002.npy
train,clean,1846,891,80,1846_144452_1846-144452-0012.npy
train,clean,1846,974,80,1846_144458_1846-144458-0007.npy
train,clean,1846,341,80,1846_144458_1846-144458-0094.npy
train,clean,1846,842,80,1846_144452_1846-144452-0032.npy
train,clean,1815,882,80,1815_9918_1815-9918-0000.npy
train,clean,1815,193,80,1815_143381_1815-143381-0016.npy
train,clean,1815,625,80,1815_143382_1815-143382-0035.npy
train,clean,1815,1019,80,1815_9918_1815-9918-0026.npy
train,clean,1815,924,80,1815_143382_1815-143382-0014.npy
train,clean,1815,911,80,1815_143381_1815-143381-0013.npy
train,clean,1815,577,80,1815_143388_1815-143388-0037.npy
train,clean,1815,489,80,1815_143382_1815-143382-0034.npy
train,clean,1815,911,80,1815_143388_1815-143388-0015.npy
train,clean,1815,814,80,1815_9918_1815-9918-0015.npy
train,clean,1815,905,80,1815_9918_1815-9918-0030.npy
train,clean,1815,398,80,1815_143382_1815-143382-0033.npy
train,clean,1815,812,80,1815_9918_1815-9918-0002.npy
train,clean,1815,192,80,1815_143381_1815-143381-0000.npy
train,clean,1815,477,80,1815_143382_1815-143382-0019.npy
train,clean,1815,945,80,1815_143388_1815-143388-0026.npy
train,clean,1815,1007,80,1815_143382_1815-143382-0027.npy
train,clean,1815,966,80,1815_143382_1815-143382-0023.npy
train,clean,1815,1010,80,1815_9918_1815-9918-0025.npy
train,clean,1815,697,80,1815_143382_1815-143382-0016.npy
train,clean,1815,824,80,1815_143388_1815-143388-0013.npy
train,clean,1815,973,80,1815_9918_1815-9918-0016.npy
train,clean,1815,565,80,1815_143381_1815-143381-0012.npy
train,clean,1815,1022,80,1815_143388_1815-143388-0040.npy
train,clean,1815,475,80,1815_143382_1815-143382-0040.npy
train,clean,8430,880,80,8430_172388_8430-172388-0025.npy
train,clean,8430,971,80,8430_172388_8430-172388-0030.npy
train,clean,8430,984,80,8430_172387_8430-172387-0081.npy
train,clean,8430,968,80,8430_172387_8430-172387-0026.npy
train,clean,8430,946,80,8430_172387_8430-172387-0002.npy
train,clean,8430,946,80,8430_172387_8430-172387-0059.npy
train,clean,8430,966,80,8430_172387_8430-172387-0049.npy
train,clean,8430,860,80,8430_172387_8430-172387-0000.npy
train,clean,8430,838,80,8430_172388_8430-172388-0038.npy
train,clean,8430,961,80,8430_172388_8430-172388-0002.npy
train,clean,8430,893,80,8430_172387_8430-172387-0060.npy
train,clean,8430,840,80,8430_172387_8430-172387-0046.npy
train,clean,8430,901,80,8430_172387_8430-172387-0035.npy
train,clean,8430,876,80,8430_172388_8430-172388-0046.npy
train,clean,8430,929,80,8430_172388_8430-172388-0011.npy
train,clean,679,976,80,679_155529_679-155529-0014.npy
train,clean,679,1004,80,679_155529_679-155529-0030.npy
train,clean,679,861,80,679_155529_679-155529-0033.npy
train,clean,45,735,80,45_121050_45-121050-0003.npy
train,clean,45,727,80,45_121050_45-121050-0000.npy
train,clean,45,929,80,45_121050_45-121050-0042.npy
train,clean,45,371,80,45_121050_45-121050-0005.npy
train,clean,45,925,80,45_121050_45-121050-0021.npy
train,clean,75,972,80,75_854_75-854-0043.npy
train,clean,75,216,80,75_853_75-853-0059.npy
train,clean,75,421,80,75_854_75-854-0070.npy
train,clean,75,823,80,75_853_75-853-0043.npy
train,clean,75,352,80,75_854_75-854-0024.npy
train,clean,75,920,80,75_853_75-853-0069.npy
train,clean,75,804,80,75_854_75-854-0022.npy
train,clean,75,862,80,75_853_75-853-0056.npy
train,clean,75,916,80,75_854_75-854-0044.npy
train,clean,75,181,80,75_854_75-854-0006.npy
train,clean,75,546,80,75_853_75-853-0009.npy
train,clean,75,186,80,75_853_75-853-0083.npy
train,clean,75,697,80,75_853_75-853-0062.npy
train,clean,75,249,80,75_854_75-854-0061.npy
train,clean,75,467,80,75_854_75-854-0017.npy
train,clean,75,469,80,75_854_75-854-0020.npy
train,clean,75,931,80,75_853_75-853-0073.npy
train,clean,75,951,80,75_853_75-853-0021.npy
train,clean,75,251,80,75_854_75-854-0073.npy
train,clean,3656,961,80,3656_168609_3656-168609-0009.npy
train,clean,3656,799,80,3656_168609_3656-168609-0012.npy
train,clean,3656,866,80,3656_168648_3656-168648-0024.npy
train,clean,3656,708,80,3656_168618_3656-168618-0037.npy
train,clean,3656,877,80,3656_168648_3656-168648-0032.npy
train,clean,3656,1028,80,3656_168618_3656-168618-0058.npy
train,clean,3656,626,80,3656_168618_3656-168618-0025.npy
train,clean,3656,798,80,3656_168618_3656-168618-0030.npy
train,clean,3656,903,80,3656_168648_3656-168648-0030.npy
train,clean,3656,912,80,3656_168648_3656-168648-0004.npy
train,clean,3656,748,80,3656_168609_3656-168609-0004.npy
train,clean,3656,893,80,3656_168618_3656-168618-0035.npy
train,clean,3656,786,80,3656_168618_3656-168618-0009.npy
train,clean,3656,537,80,3656_168618_3656-168618-0029.npy
train,clean,3656,217,80,3656_168609_3656-168609-0038.npy
train,clean,3656,861,80,3656_168618_3656-168618-0060.npy
train,clean,2050,1009,80,2050_164335_2050-164335-0018.npy
train,clean,2050,348,80,2050_164335_2050-164335-0046.npy
train,clean,2050,933,80,2050_164332_2050-164332-0032.npy
train,clean,2050,1053,80,2050_164335_2050-164335-0004.npy
train,clean,2050,438,80,2050_164332_2050-164332-0011.npy
train,clean,2050,941,80,2050_164332_2050-164332-0014.npy
train,clean,2050,364,80,2050_164332_2050-164332-0030.npy
train,clean,2050,255,80,2050_164332_2050-164332-0020.npy
train,clean,2050,854,80,2050_157659_2050-157659-0048.npy
train,clean,2050,853,80,2050_164335_2050-164335-0033.npy
train,clean,2050,960,80,2050_164332_2050-164332-0027.npy
train,clean,2050,1009,80,2050_164332_2050-164332-0007.npy
train,clean,2050,194,80,2050_157659_2050-157659-0000.npy
train,clean,2050,480,80,2050_157659_2050-157659-0006.npy
train,clean,2050,408,80,2050_164335_2050-164335-0055.npy
train,clean,2050,1020,80,2050_164335_2050-164335-0020.npy
train,clean,2050,975,80,2050_157659_2050-157659-0004.npy
train,clean,7654,902,80,7654_258963_7654-258963-0001.npy
train,clean,7654,860,80,7654_258963_7654-258963-0046.npy
train,clean,7654,150,80,7654_258963_7654-258963-0000.npy
train,clean,915,685,80,915_163370_915-163370-0028.npy
train,clean,915,248,80,915_163369_915-163369-0043.npy
train,clean,915,364,80,915_163372_915-163372-0019.npy
train,clean,915,191,80,915_163369_915-163369-0042.npy
train,clean,915,238,80,915_163370_915-163370-0030.npy
train,clean,915,257,80,915_163372_915-163372-0001.npy
train,clean,915,257,80,915_163372_915-163372-0000.npy
train,clean,915,243,80,915_163372_915-163372-0002.npy
train,clean,915,735,80,915_163369_915-163369-0020.npy
train,clean,915,322,80,915_163370_915-163370-0005.npy
train,clean,915,268,80,915_163370_915-163370-0022.npy
train,clean,915,755,80,915_163370_915-163370-0007.npy
train,clean,915,136,80,915_163369_915-163369-0017.npy
train,clean,915,555,80,915_163370_915-163370-0023.npy
train,clean,915,386,80,915_163372_915-163372-0007.npy
train,clean,915,915,80,915_163369_915-163369-0008.npy
train,clean,3090,897,80,3090_164191_3090-164191-0020.npy
train,clean,3090,742,80,3090_131878_3090-131878-0014.npy
train,clean,3090,854,80,3090_164191_3090-164191-0062.npy
train,clean,3090,666,80,3090_131878_3090-131878-0028.npy
train,clean,3090,539,80,3090_131878_3090-131878-0032.npy
train,clean,3090,567,80,3090_164191_3090-164191-0049.npy
train,clean,3090,1050,80,3090_164191_3090-164191-0071.npy
train,clean,3090,971,80,3090_164191_3090-164191-0038.npy
train,clean,3090,773,80,3090_131878_3090-131878-0029.npy
train,clean,3090,866,80,3090_164191_3090-164191-0036.npy
train,clean,3090,673,80,3090_164191_3090-164191-0018.npy
train,clean,3090,920,80,3090_131878_3090-131878-0006.npy
train,clean,3090,1049,80,3090_164191_3090-164191-0010.npy
train,clean,3090,989,80,3090_164191_3090-164191-0001.npy
train,clean,4660,964,80,4660_25054_4660-25054-0002.npy
train,clean,4660,762,80,4660_25046_4660-25046-0009.npy
train,clean,4660,161,80,4660_25054_4660-25054-0010.npy
train,clean,4660,857,80,4660_25046_4660-25046-0020.npy
train,clean,4660,442,80,4660_25054_4660-25054-0053.npy
train,clean,4660,794,80,4660_25053_4660-25053-0013.npy
train,clean,4660,875,80,4660_25054_4660-25054-0056.npy
train,clean,4660,820,80,4660_25046_4660-25046-0019.npy
train,clean,4660,799,80,4660_25054_4660-25054-0016.npy
train,clean,4660,869,80,4660_25054_4660-25054-0049.npy
train,clean,4660,986,80,4660_25054_4660-25054-0023.npy
train,clean,4660,823,80,4660_25054_4660-25054-0037.npy
train,clean,4660,964,80,4660_25054_4660-25054-0055.npy
train,clean,4660,751,80,4660_25054_4660-25054-0004.npy
train,clean,4660,701,80,4660_25054_4660-25054-0043.npy
train,clean,4660,953,80,4660_25054_4660-25054-0029.npy
train,clean,62,204,80,62_121084_62-121084-0026.npy
train,clean,62,210,80,62_121084_62-121084-0079.npy
train,clean,62,600,80,62_121084_62-121084-0059.npy
train,clean,62,181,80,62_121084_62-121084-0011.npy
train,clean,62,974,80,62_121084_62-121084-0064.npy
train,clean,62,834,80,62_121084_62-121084-0022.npy
train,clean,62,844,80,62_121084_62-121084-0062.npy
train,clean,62,852,80,62_121084_62-121084-0025.npy
train,clean,62,891,80,62_121084_62-121084-0048.npy
train,clean,62,868,80,62_121084_62-121084-0019.npy
train,clean,62,927,80,62_121084_62-121084-0086.npy
train,clean,62,411,80,62_121084_62-121084-0013.npy
train,clean,778,1011,80,778_126734_778-126734-0139.npy
train,clean,778,1007,80,778_126734_778-126734-0089.npy
train,clean,778,143,80,778_126734_778-126734-0132.npy
train,clean,778,970,80,778_126734_778-126734-0104.npy
train,clean,778,586,80,778_126734_778-126734-0054.npy
train,clean,778,1055,80,778_126734_778-126734-0079.npy
train,clean,778,923,80,778_126734_778-126734-0075.npy
train,clean,778,912,80,778_126734_778-126734-0024.npy
train,clean,778,719,80,778_126734_778-126734-0060.npy
train,clean,778,795,80,778_126734_778-126734-0013.npy
train,clean,778,831,80,778_126734_778-126734-0022.npy
train,clean,778,858,80,778_126734_778-126734-0033.npy
train,clean,778,880,80,778_126734_778-126734-0105.npy
train,clean,778,793,80,778_126734_778-126734-0021.npy
train,clean,5772,975,80,5772_43330_5772-43330-0010.npy
train,clean,5772,1010,80,5772_43316_5772-43316-0002.npy
train,clean,5772,954,80,5772_43315_5772-43315-0024.npy
train,clean,5772,905,80,5772_43331_5772-43331-0036.npy
train,clean,5772,993,80,5772_43331_5772-43331-0004.npy
train,clean,5772,978,80,5772_43331_5772-43331-0014.npy
train,clean,5772,1000,80,5772_43331_5772-43331-0007.npy
train,clean,5772,432,80,5772_43315_5772-43315-0010.npy
train,clean,5772,209,80,5772_43315_5772-43315-0026.npy
train,clean,5772,743,80,5772_43316_5772-43316-0001.npy
train,clean,5772,778,80,5772_43315_5772-43315-0022.npy
train,clean,5772,826,80,5772_43316_5772-43316-0018.npy
train,clean,5772,894,80,5772_43315_5772-43315-0008.npy
train,clean,5772,841,80,5772_43316_5772-43316-0003.npy
train,clean,5772,913,80,5772_43331_5772-43331-0008.npy
train,clean,5772,685,80,5772_43316_5772-43316-0030.npy
train,clean,5772,498,80,5772_43315_5772-43315-0016.npy
train,clean,5772,891,80,5772_43316_5772-43316-0021.npy
train,clean,5772,974,80,5772_43330_5772-43330-0029.npy
train,clean,5772,801,80,5772_43330_5772-43330-0024.npy
train,clean,6391,1026,80,6391_65553_6391-65553-0078.npy
train,clean,6391,1004,80,6391_65553_6391-65553-0083.npy
train,clean,6391,426,80,6391_65553_6391-65553-0038.npy
train,clean,6391,356,80,6391_65553_6391-65553-0017.npy
train,clean,6391,159,80,6391_65553_6391-65553-0043.npy
train,clean,6391,832,80,6391_65553_6391-65553-0006.npy
train,clean,6391,888,80,6391_65553_6391-65553-0082.npy
train,clean,6391,645,80,6391_65553_6391-65553-0002.npy
train,clean,6391,950,80,6391_65553_6391-65553-0000.npy
train,clean,6391,860,80,6391_65553_6391-65553-0085.npy
train,clean,6391,789,80,6391_65553_6391-65553-0019.npy
train,clean,6391,296,80,6391_65553_6391-65553-0073.npy
train,clean,6391,856,80,6391_65553_6391-65553-0057.npy
train,clean,6391,271,80,6391_65553_6391-65553-0047.npy
train,clean,6391,394,80,6391_65553_6391-65553-0072.npy
train,clean,6391,826,80,6391_65553_6391-65553-0058.npy
train,clean,6391,611,80,6391_65553_6391-65553-0079.npy
train,clean,6391,768,80,6391_65553_6391-65553-0064.npy
train,clean,6087,901,80,6087_63225_6087-63225-0026.npy
train,clean,6087,880,80,6087_63225_6087-63225-0030.npy
train,clean,6087,972,80,6087_63229_6087-63229-0008.npy
train,clean,6087,683,80,6087_63225_6087-63225-0039.npy
train,clean,6087,1002,80,6087_63229_6087-63229-0030.npy
train,clean,6087,895,80,6087_63225_6087-63225-0006.npy
train,clean,6087,958,80,6087_63229_6087-63229-0002.npy
train,clean,6087,787,80,6087_63225_6087-63225-0032.npy
train,clean,6087,396,80,6087_63225_6087-63225-0009.npy
train,clean,6087,941,80,6087_63229_6087-63229-0044.npy
train,clean,6087,464,80,6087_63225_6087-63225-0013.npy
train,clean,6087,820,80,6087_63229_6087-63229-0037.npy
train,clean,6087,780,80,6087_50469_6087-50469-0022.npy
train,clean,6087,1046,80,6087_63229_6087-63229-0019.npy
train,clean,6087,957,80,6087_63229_6087-63229-0018.npy
train,clean,6087,341,80,6087_63225_6087-63225-0007.npy
train,clean,6087,898,80,6087_63225_6087-63225-0001.npy
train,clean,6087,994,80,6087_63225_6087-63225-0041.npy
train,clean,6087,893,80,6087_50469_6087-50469-0014.npy
train,clean,6087,183,80,6087_63225_6087-63225-0029.npy
train,clean,6087,874,80,6087_63229_6087-63229-0038.npy
train,clean,1878,427,80,1878_122452_1878-122452-0042.npy
train,clean,1878,949,80,1878_122453_1878-122453-0083.npy
train,clean,1878,282,80,1878_122453_1878-122453-0061.npy
train,clean,1878,1012,80,1878_122453_1878-122453-0013.npy
train,clean,1878,814,80,1878_122452_1878-122452-0010.npy
train,clean,1878,911,80,1878_122453_1878-122453-0062.npy
train,clean,1878,788,80,1878_122453_1878-122453-0026.npy
train,clean,1878,916,80,1878_122452_1878-122452-0005.npy
train,clean,1878,577,80,1878_122453_1878-122453-0009.npy
train,clean,1878,290,80,1878_122453_1878-122453-0034.npy
train,clean,1878,668,80,1878_122453_1878-122453-0064.npy
train,clean,1878,846,80,1878_122453_1878-122453-0005.npy
train,clean,1878,260,80,1878_122453_1878-122453-0046.npy
train,clean,1878,508,80,1878_122452_1878-122452-0039.npy
train,clean,1878,886,80,1878_122452_1878-122452-0025.npy
train,clean,1878,831,80,1878_122453_1878-122453-0006.npy
train,clean,1878,485,80,1878_122452_1878-122452-0012.npy
train,clean,622,211,80,622_128448_622-128448-0011.npy
train,clean,622,901,80,622_121659_622-121659-0032.npy
train,clean,622,254,80,622_128666_622-128666-0001.npy
train,clean,622,957,80,622_121659_622-121659-0040.npy
train,clean,622,877,80,622_128448_622-128448-0063.npy
train,clean,622,802,80,622_128448_622-128448-0054.npy
train,clean,622,719,80,622_128448_622-128448-0019.npy
train,clean,622,580,80,622_121659_622-121659-0048.npy
train,clean,622,860,80,622_121659_622-121659-0030.npy
train,clean,622,148,80,622_128666_622-128666-0014.npy
train,clean,622,526,80,622_128448_622-128448-0028.npy
train,clean,622,542,80,622_121659_622-121659-0044.npy
train,clean,622,256,80,622_128666_622-128666-0015.npy
train,clean,622,974,80,622_128448_622-128448-0061.npy
train,clean,622,910,80,622_121659_622-121659-0035.npy
train,clean,622,800,80,622_121659_622-121659-0039.npy
train,clean,1870,943,80,1870_164323_1870-164323-0024.npy
train,clean,1870,1001,80,1870_164323_1870-164323-0009.npy
train,clean,1870,349,80,1870_164330_1870-164330-0014.npy
train,clean,1870,1004,80,1870_164330_1870-164330-0045.npy
train,clean,1870,170,80,1870_164323_1870-164323-0007.npy
train,clean,1870,837,80,1870_164323_1870-164323-0004.npy
train,clean,1870,891,80,1870_164330_1870-164330-0006.npy
train,clean,1870,1036,80,1870_164323_1870-164323-0018.npy
train,clean,1870,827,80,1870_164330_1870-164330-0046.npy
train,clean,1870,905,80,1870_164323_1870-164323-0013.npy
train,clean,1870,960,80,1870_148296_1870-148296-0047.npy
train,clean,1870,424,80,1870_164330_1870-164330-0008.npy
train,clean,1870,1023,80,1870_164323_1870-164323-0031.npy
train,clean,1870,136,80,1870_164330_1870-164330-0039.npy
train,clean,1870,407,80,1870_164323_1870-164323-0029.npy
train,clean,5424,981,80,5424_291181_5424-291181-0014.npy
train,clean,5424,938,80,5424_296464_5424-296464-0034.npy
train,clean,5424,168,80,5424_280358_5424-280358-0028.npy
train,clean,5424,816,80,5424_296464_5424-296464-0022.npy
train,clean,5424,767,80,5424_291111_5424-291111-0005.npy
train,clean,5424,889,80,5424_291181_5424-291181-0044.npy
train,clean,5424,934,80,5424_291111_5424-291111-0010.npy
train,clean,5424,906,80,5424_291181_5424-291181-0003.npy
train,clean,5424,551,80,5424_291181_5424-291181-0024.npy
train,clean,5424,943,80,5424_291111_5424-291111-0033.npy
train,clean,5424,135,80,5424_291181_5424-291181-0008.npy
train,clean,5424,741,80,5424_291111_5424-291111-0040.npy
train,clean,5424,458,80,5424_280358_5424-280358-0026.npy
train,clean,5424,973,80,5424_291111_5424-291111-0017.npy
train,clean,5424,588,80,5424_291181_5424-291181-0021.npy
train,clean,5424,419,80,5424_280358_5424-280358-0022.npy
train,clean,5424,140,80,5424_296464_5424-296464-0021.npy
train,clean,5424,421,80,5424_291181_5424-291181-0019.npy
train,clean,5424,841,80,5424_291181_5424-291181-0001.npy
train,clean,5424,326,80,5424_291111_5424-291111-0023.npy
train,clean,5424,998,80,5424_291181_5424-291181-0040.npy
train,clean,5424,920,80,5424_280358_5424-280358-0016.npy
train,clean,5424,712,80,5424_291181_5424-291181-0004.npy
train,clean,5424,882,80,5424_296464_5424-296464-0004.npy
train,clean,1648,924,80,1648_144971_1648-144971-0033.npy
train,clean,1648,967,80,1648_144971_1648-144971-0016.npy
train,clean,6003,714,80,6003_58761_6003-58761-0005.npy
train,clean,6003,796,80,6003_58761_6003-58761-0001.npy
train,clean,6003,520,80,6003_58761_6003-58761-0043.npy
train,clean,6003,935,80,6003_58761_6003-58761-0036.npy
train,clean,6003,866,80,6003_58761_6003-58761-0044.npy
train,clean,6003,223,80,6003_58761_6003-58761-0012.npy
train,clean,6003,1038,80,6003_58761_6003-58761-0041.npy
train,clean,6003,800,80,6003_58761_6003-58761-0009.npy
train,clean,5198,176,80,5198_204975_5198-204975-0017.npy
train,clean,5198,863,80,5198_204975_5198-204975-0057.npy
train,clean,5198,875,80,5198_204975_5198-204975-0008.npy
train,clean,5198,759,80,5198_204975_5198-204975-0016.npy
train,clean,5198,836,80,5198_204975_5198-204975-0081.npy
train,clean,5198,920,80,5198_204975_5198-204975-0052.npy
train,clean,5198,582,80,5198_204975_5198-204975-0069.npy
train,clean,5198,927,80,5198_204975_5198-204975-0020.npy
train,clean,5198,719,80,5198_204975_5198-204975-0070.npy
train,clean,5649,945,80,5649_40582_5649-40582-0053.npy
train,clean,5649,938,80,5649_40582_5649-40582-0025.npy
train,clean,5649,521,80,5649_40582_5649-40582-0051.npy
train,clean,5649,901,80,5649_40561_5649-40561-0011.npy
train,clean,5649,705,80,5649_40563_5649-40563-0007.npy
train,clean,5649,873,80,5649_40582_5649-40582-0017.npy
train,clean,5649,860,80,5649_40561_5649-40561-0012.npy
train,clean,5649,951,80,5649_40563_5649-40563-0030.npy
train,clean,5649,992,80,5649_40563_5649-40563-0010.npy
train,clean,5649,983,80,5649_40567_5649-40567-0025.npy
train,clean,5649,858,80,5649_40582_5649-40582-0006.npy
train,clean,5649,956,80,5649_40567_5649-40567-0022.npy
train,clean,5649,384,80,5649_40563_5649-40563-0019.npy
train,clean,5649,659,80,5649_40582_5649-40582-0003.npy
train,clean,5649,835,80,5649_40561_5649-40561-0010.npy
train,clean,5649,916,80,5649_40582_5649-40582-0035.npy
train,clean,5977,459,80,5977_46900_5977-46900-0107.npy
train,clean,5977,704,80,5977_46900_5977-46900-0040.npy
train,clean,5977,699,80,5977_46900_5977-46900-0079.npy
train,clean,5977,1077,80,5977_46900_5977-46900-0140.npy
train,clean,5977,374,80,5977_46900_5977-46900-0111.npy
train,clean,5977,761,80,5977_46900_5977-46900-0046.npy
train,clean,5977,776,80,5977_46900_5977-46900-0134.npy
train,clean,5977,611,80,5977_46900_5977-46900-0045.npy
train,clean,5977,905,80,5977_46900_5977-46900-0047.npy
train,clean,5977,911,80,5977_46900_5977-46900-0061.npy
train,clean,5977,828,80,5977_46900_5977-46900-0017.npy
